"us_cit","disability","gender","black","marriage_sit","education","birth_12m","native_eng","worker_type","earnings","hours","children","age","fullownership"
"yes","not disabled","male","non-black","Separated/divorced",14,"no","yes","public",27000,30,1,45,"yes"
"no","not disabled","female","black","married",16,"no","yes","private, profit",52000,40,0,37,"no"
"yes","not disabled","male","non-black","married",20,"no","no","private, profit",76000,45,1,42,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","public",40000,40,0,57,"yes"
"no","disabled","female","non-black","Separated/divorced",19,"no","no","public",53000,40,0,62,"no"
"no","not disabled","female","non-black","never married",22,"no","no","public",31000,40,0,33,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",128000,44,0,63,"no"
"yes","disabled","male","non-black","never married",18,"no","yes","private, profit",50000,50,0,34,"yes"
"yes","not disabled","male","non-black","married",16,"no","yes","self_employed",12000,40,0,31,"yes"
"yes","not disabled","female","non-black","never married",15,"yes","no","private, non profit",18900,40,2,37,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",155000,40,0,31,"no"
"yes","disabled","female","non-black","never married",20,"no","yes","private, profit",6000,40,0,42,"no"
"yes","disabled","female","non-black","never married",20,"no","yes","private, profit",20000,25,3,35,"no"
"yes","not disabled","female","non-black","never married",21,"no","yes","private, profit",100000,40,0,42,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",16000,40,0,64,"no"
"yes","not disabled","female","non-black","married",16,"no","no","private, profit",50000,40,2,42,"no"
"yes","not disabled","female","non-black","married",20,"no","yes","self_employed",12000,20,2,53,"yes"
"yes","not disabled","male","non-black","married",21,"no","yes","public",80000,50,2,33,"no"
"yes","not disabled","male","non-black","married",14,"no","no","private, profit",49900,40,3,36,"no"
"yes","not disabled","female","non-black","never married",22,"yes","yes","private, non profit",80000,45,1,30,"no"
"yes","not disabled","male","non-black","married",16,"no","yes","private, profit",110000,40,2,39,"no"
"yes","not disabled","female","non-black","never married",24,"no","no","self_employed",95000,35,0,37,"no"
"no","not disabled","male","non-black","married",21,"no","no","public",98000,40,0,59,"yes"
"yes","not disabled","female","non-black","married",20,"no","yes","private, profit",100000,40,0,46,"no"
"yes","not disabled","female","non-black","married",20,"no","yes","public",90000,28,3,45,"yes"
"no","not disabled","male","non-black","never married",21,"no","no","private, profit",50000,40,0,51,"no"
"yes","not disabled","female","black","married",18,"no","yes","public",5000,9,0,62,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","self_employed",150000,20,0,66,"yes"
"yes","not disabled","male","non-black","married",18,"no","yes","private, profit",1600,25,4,39,"yes"
"yes","not disabled","male","black","married",16,"no","yes","private, profit",40000,40,NA,31,"no"
"yes","not disabled","female","non-black","never married",21,"no","yes","private, profit",46300,45,0,25,"no"
"yes","not disabled","male","non-black","married",16,"no","yes","private, profit",43200,45,3,26,"no"
"yes","not disabled","male","non-black","Separated/divorced",22,"no","no","public",140000,35,1,50,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","public",48000,40,3,37,"no"
"yes","disabled","male","non-black","married",21,"no","yes","private, profit",120000,40,1,44,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","public",38000,40,1,27,"no"
"yes","not disabled","female","non-black","married",23,"no","no","private, profit",300000,30,2,43,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","private, non profit",40000,40,0,46,"no"
"yes","not disabled","female","non-black","never married",19,"no","yes","private, profit",25000,20,1,34,"no"
"yes","not disabled","male","non-black","married",19,"no","yes","private, profit",216000,55,0,58,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","self_employed",80000,30,0,64,"yes"
"no","not disabled","female","non-black","married",18,"no","yes","private, profit",62000,11,0,62,"yes"
"no","not disabled","female","non-black","Separated/divorced",16,"no","yes","private, profit",2000,30,3,41,"no"
"yes","not disabled","male","non-black","never married",23,"no","yes","public",562000,40,0,55,"no"
"no","not disabled","female","non-black","Separated/divorced",20,"no","no","private, profit",110000,40,0,56,"no"
"yes","disabled","female","non-black","never married",19,"no","yes","private, non profit",222000,80,0,36,"no"
"yes","disabled","male","non-black","married",19,"no","no","private, profit",52000,60,NA,39,"no"
"yes","not disabled","female","non-black","married",19,"no","no","private, profit",35000,34,0,32,"no"
"yes","not disabled","male","non-black","married",19,"no","yes","private, profit",120000,50,2,36,"no"
"no","disabled","female","non-black","married",19,"no","no","private, profit",50000,40,0,56,"yes"
"yes","not disabled","male","non-black","married",20,"no","yes","self_employed",250000,52,0,56,"no"
"yes","not disabled","female","non-black","married",19,"no","yes","private, profit",100000,45,2,38,"no"
"yes","not disabled","female","black","married",21,"no","yes","private, profit",100000,40,1,45,"no"
"no","not disabled","female","non-black","married",20,"no","yes","private, profit",30000,30,0,51,"yes"
"yes","not disabled","female","non-black","married",18,"no","yes","private, profit",48000,40,3,32,"no"
"yes","not disabled","female","non-black","married",17,"no","yes","public",42000,40,0,49,"no"
"yes","not disabled","male","non-black","Separated/divorced",16,"no","yes","private, profit",70000,80,0,43,"no"
"yes","not disabled","female","non-black","married",16,"no","yes","private, profit",3400,30,3,29,"no"
"yes","not disabled","female","non-black","married",16,"no","yes","self_employed",29000,50,0,53,"no"
"no","not disabled","male","non-black","never married",24,"no","no","private, non profit",103000,60,NA,59,"no"
"no","not disabled","female","non-black","Separated/divorced",22,"no","no","self_employed",193000,60,0,61,"yes"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",61000,40,0,55,"no"
"yes","not disabled","female","non-black","married",19,"no","yes","private, profit",33000,44,0,55,"yes"
"yes","not disabled","female","non-black","Separated/divorced",16,"no","yes","self_employed",23000,40,0,43,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",45000,40,3,46,"no"
"yes","disabled","female","non-black","married",21,"no","yes","private, profit",350000,50,0,48,"no"
"no","not disabled","male","non-black","never married",22,"no","no","public",100000,40,0,38,"no"
"yes","not disabled","male","non-black","Separated/divorced",21,"no","yes","private, profit",506000,40,1,51,"no"
"yes","not disabled","female","non-black","Separated/divorced",19,"no","yes","private, profit",21200,25,0,64,"no"
"yes","not disabled","female","non-black","married",22,"no","yes","public",23000,36,1,46,"no"
"no","not disabled","male","non-black","married",17,"no","no","private, profit",36000,40,0,44,"no"
"yes","not disabled","male","non-black","married",18,"no","yes","private, profit",40000,40,NA,33,"no"
"yes","not disabled","male","non-black","married",22,"no","yes","public",95000,25,0,54,"no"
"no","not disabled","male","non-black","married",18,"no","yes","private, profit",80000,40,2,43,"no"
"yes","not disabled","female","non-black","married",22,"no","yes","private, non profit",10000,8,4,40,"no"
"no","not disabled","male","non-black","married",21,"no","no","private, profit",110000,40,0,30,"no"
"yes","not disabled","female","non-black","never married",19,"no","yes","private, profit",3000,40,NA,35,"no"
"yes","not disabled","female","non-black","married",16,"no","no","private, profit",3000,16,4,43,"no"
"yes","not disabled","male","non-black","married",16,"no","yes","private, profit",38400,40,3,28,"no"
"yes","disabled","female","non-black","married",19,"no","yes","private, profit",20800,36,3,26,"no"
"yes","disabled","female","black","widowned",16,"no","yes","private, non profit",36400,40,0,56,"no"
"yes","not disabled","female","non-black","married",19,"no","yes","private, profit",78000,40,0,55,"no"
"no","not disabled","female","non-black","married",16,"no","no","private, profit",25000,40,0,62,"no"
"yes","not disabled","male","non-black","married",16,"no","yes","private, profit",42000,40,0,60,"no"
"yes","not disabled","female","non-black","married",16,"no","yes","private, profit",28000,40,0,47,"no"
"yes","not disabled","female","non-black","Separated/divorced",21,"no","yes","private, profit",155000,40,0,64,"no"
"no","not disabled","male","non-black","never married",22,"no","no","private, non profit",34000,40,NA,43,"no"
"yes","not disabled","female","black","Separated/divorced",21,"no","yes","public",48000,37,0,52,"no"
"no","not disabled","female","black","Separated/divorced",20,"no","no","public",30000,24,0,43,"no"
"yes","not disabled","male","non-black","never married",15,"no","no","private, profit",38000,40,NA,45,"no"
"no","disabled","female","non-black","married",20,"no","no","private, profit",64000,40,2,48,"no"
"yes","not disabled","male","non-black","widowned",16,"no","no","private, profit",35000,60,1,47,"no"
"yes","not disabled","female","black","Separated/divorced",19,"no","yes","private, profit",55000,40,1,46,"no"
"yes","not disabled","female","non-black","married",21,"yes","yes","private, profit",9000,40,1,25,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, non profit",90000,40,0,61,"no"
"yes","not disabled","male","non-black","married",18,"no","yes","public",61000,40,0,65,"no"
"yes","not disabled","female","non-black","married",19,"no","yes","private, profit",56000,48,0,57,"yes"
"no","not disabled","female","non-black","married",21,"no","no","private, profit",74000,32,0,63,"yes"
"yes","not disabled","male","non-black","never married",19,"no","yes","public",35000,45,0,26,"no"
"yes","not disabled","male","non-black","married",19,"no","yes","private, profit",62000,60,2,41,"no"
"no","not disabled","male","non-black","married",22,"no","no","public",79000,40,0,29,"no"
"no","not disabled","male","non-black","Separated/divorced",19,"no","no","private, profit",100000,45,0,48,"no"
"yes","not disabled","male","non-black","married",15,"no","yes","public",44000,40,2,41,"no"
"yes","not disabled","female","non-black","married",18,"yes","no","private, profit",60000,40,1,30,"no"
"yes","not disabled","female","non-black","married",16,"no","yes","private, profit",25200,40,0,58,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",78000,10,0,67,"yes"
"no","not disabled","male","non-black","Separated/divorced",21,"no","no","private, profit",140000,40,0,42,"no"
"no","not disabled","male","black","married",21,"no","no","private, profit",54000,40,2,46,"no"
"yes","not disabled","male","non-black","Separated/divorced",18,"no","yes","private, profit",60000,60,0,62,"no"
"yes","not disabled","female","non-black","married",22,"no","yes","private, profit",26400,25,0,64,"yes"
"no","not disabled","female","non-black","married",1,"yes","no","private, profit",36000,44,3,37,"no"
